09/12/2024 05:41:03 PM logger_bingoogolapple___bgaqrcode-android INFO <<<<<<<<<<<<<<<<<< Logger setup anew <<<<<<<<<<<<<<<<<<< (utils.py:39) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:03 PM logger_bingoogolapple___bgaqrcode-android INFO Analyzing repos/repos_400_c_round_two/bingoogolapple___bgaqrcode-android (install_repos.py:285) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.DefaultSettingsLoader.findSettingsAndLoadIfAppropriate(DefaultSettingsLoader.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.DefaultSettingsLoader.findAndLoadSettings(DefaultSettingsLoader.java:45) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.SettingsAttachingSettingsLoader.findAndLoadSettings(SettingsAttachingSettingsLoader.java:35) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.composite.CommandLineIncludedBuildSettingsLoader.findAndLoadSettings(CommandLineIncludedBuildSettingsLoader.java:34) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.composite.ChildBuildRegisteringSettingsLoader.findAndLoadSettings(ChildBuildRegisteringSettingsLoader.java:47) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.composite.CompositeBuildSettingsLoader.findAndLoadSettings(CompositeBuildSettingsLoader.java:35) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.DefaultGradleLauncher$LoadBuild.run(DefaultGradleLauncher.java:277) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:402) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$RunnableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:394) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:165) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:250) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:158) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.run(DefaultBuildOperationExecutor.java:92) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.run(DelegatingBuildOperationExecutor.java:31) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.DefaultGradleLauncher.loadSettings(DefaultGradleLauncher.java:202) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.DefaultGradleLauncher.doBuildStages(DefaultGradleLauncher.java:147) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.initialization.DefaultGradleLauncher.executeTasks(DefaultGradleLauncher.java:134) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.invocation.GradleBuildController$1.execute(GradleBuildController.java:58) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.invocation.GradleBuildController$1.execute(GradleBuildController.java:55) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.invocation.GradleBuildController$3.create(GradleBuildController.java:82) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.invocation.GradleBuildController$3.create(GradleBuildController.java:75) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.work.DefaultWorkerLeaseService.withLocks(DefaultWorkerLeaseService.java:183) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.work.StopShieldingWorkerLeaseService.withLocks(StopShieldingWorkerLeaseService.java:40) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.invocation.GradleBuildController.doBuild(GradleBuildController.java:75) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.invocation.GradleBuildController.run(GradleBuildController.java:55) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.ExecuteBuildActionRunner.run(ExecuteBuildActionRunner.java:31) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.ChainingBuildActionRunner.run(ChainingBuildActionRunner.java:35) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.BuildOutcomeReportingBuildActionRunner.run(BuildOutcomeReportingBuildActionRunner.java:58) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.ValidatingBuildActionRunner.run(ValidatingBuildActionRunner.java:32) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.BuildCompletionNotifyingBuildActionRunner.run(BuildCompletionNotifyingBuildActionRunner.java:39) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner$3.call(RunAsBuildOperationBuildActionRunner.java:51) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner$3.call(RunAsBuildOperationBuildActionRunner.java:45) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:416) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$CallableBuildOperationWorker.execute(DefaultBuildOperationExecutor.java:406) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor$1.execute(DefaultBuildOperationExecutor.java:165) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:250) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.execute(DefaultBuildOperationExecutor.java:158) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DefaultBuildOperationExecutor.call(DefaultBuildOperationExecutor.java:102) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.internal.operations.DelegatingBuildOperationExecutor.call(DelegatingBuildOperationExecutor.java:36) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.RunAsBuildOperationBuildActionRunner.run(RunAsBuildOperationBuildActionRunner.java:45) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter$1.transform(InProcessBuildActionExecuter.java:49) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter$1.transform(InProcessBuildActionExecuter.java:46) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.composite.internal.DefaultRootBuildState.run(DefaultRootBuildState.java:78) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter.execute(InProcessBuildActionExecuter.java:46) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.InProcessBuildActionExecuter.execute(InProcessBuildActionExecuter.java:31) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.BuildTreeScopeBuildActionExecuter.execute(BuildTreeScopeBuildActionExecuter.java:42) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.exec.BuildTreeScopeBuildActionExecuter.execute(BuildTreeScopeBuildActionExecuter.java:28) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.ContinuousBuildActionExecuter.execute(ContinuousBuildActionExecuter.java:78) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.ContinuousBuildActionExecuter.execute(ContinuousBuildActionExecuter.java:52) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SubscribableBuildActionExecuter.execute(SubscribableBuildActionExecuter.java:59) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SubscribableBuildActionExecuter.execute(SubscribableBuildActionExecuter.java:36) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SessionScopeBuildActionExecuter.execute(SessionScopeBuildActionExecuter.java:68) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SessionScopeBuildActionExecuter.execute(SessionScopeBuildActionExecuter.java:38) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.GradleThreadBuildActionExecuter.execute(GradleThreadBuildActionExecuter.java:37) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.GradleThreadBuildActionExecuter.execute(GradleThreadBuildActionExecuter.java:26) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.ParallelismConfigurationBuildActionExecuter.execute(ParallelismConfigurationBuildActionExecuter.java:43) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.ParallelismConfigurationBuildActionExecuter.execute(ParallelismConfigurationBuildActionExecuter.java:29) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.StartParamsValidatingActionExecuter.execute(StartParamsValidatingActionExecuter.java:60) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.StartParamsValidatingActionExecuter.execute(StartParamsValidatingActionExecuter.java:32) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SessionFailureReportingActionExecuter.execute(SessionFailureReportingActionExecuter.java:55) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SessionFailureReportingActionExecuter.execute(SessionFailureReportingActionExecuter.java:41) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SetupLoggingActionExecuter.execute(SetupLoggingActionExecuter.java:48) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.tooling.internal.provider.SetupLoggingActionExecuter.execute(SetupLoggingActionExecuter.java:32) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.ExecuteBuild.doBuild(ExecuteBuild.java:67) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.BuildCommandOnly.execute(BuildCommandOnly.java:36) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.WatchForDisconnection.execute(WatchForDisconnection.java:37) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.ResetDeprecationLogger.execute(ResetDeprecationLogger.java:26) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.RequestStopIfSingleUsedDaemon.execute(RequestStopIfSingleUsedDaemon.java:34) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.api.DaemonCommandExecution.proceed(DaemonCommandExecution.java:104) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.ForwardClientInput$2.call(ForwardClientInput.java:74) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.launcher.daemon.server.exec.ForwardClientInput$2.call(ForwardClientInput.java:72) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
09/12/2024 05:41:06 PM logger_bingoogolapple___bgaqrcode-android DEBUG at org.gradle.util.Swapper.swap(Swapper.java:38) (install_repos.py:38) (bingoogolapple___bgaqrcode-android)
